Verdensmesterskapet i fotball 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Language: Norwegian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gruppespill,,,,,,,,,Home Page: www.excely.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Round of 32,,,,,,,8-dels finale,,,,,,,Kvartfinale,,,,,,,Semifinale,,,,,,,,,,,,
1,Tors,"Jun 11, 2026",21:00,Mexico,3,1,Sřr-Afrika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Fre,"Jun 12, 2026",4:00,Sřr-Korea,2,0,Tsjekkia,,Gruppe A,S,V,T,U,Mĺl,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Fre,"Jun 12, 2026",21:00,Canada,1,2,Bosnia-Hercegovina,,Sřr-Afrika,3,2,0,1,6 - 5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jun 29, 2026   22:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Lřr,"Jun 13, 2026",3:00,USA,2,1,Paraguay,,Sřr-Korea,3,2,0,1,6 - 5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,Tyskland,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Sřn,"Jun 14, 2026",3:00,Haiti,1,2,Skottland,,Mexico,3,1,1,1,5 - 4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brasil,2,,,,,"Jul 4, 2026   23:00",,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sřn,"Jun 14, 2026",6:00,Australia,2,3,Tyrkia,,Tsjekkia,3,0,1,2,1 - 4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,Brasil,3,,,,,,,,,,,,,,,,,,,,,,,,
7,Sřn,"Jun 14, 2026",0:00,Brasil,4,1,Marokko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jun 30, 2026   23:00",,,,,,,,Tyrkia,2,,,,,,,,,,,,,,,,,,,,,,,,
8,Sřn,"Jun 14, 2026",9:00,Qatar,1,1,Sveits,,Gruppe B,S,V,T,U,Mĺl,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,Irak,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Man,"Jun 15, 2026",1:00,Elfenbenskysten,2,3,Ecuador,,Bosnia-Hercegovina,3,1,2,0,4 - 3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyrkia,1,,,,,,,,,,,,"Jul 9, 2026   22:00",,,,,,,,,,,,,,,,,,,
10,Man,"Jun 15, 2026",7:00,Tyskland,3,3,Curaçao,,Qatar,3,1,2,0,3 - 2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,Brasil,4,,,,,,,,,,,,,,,,,
11,Sřn,"Jun 14, 2026",22:00,Nederland,1,1,Japan,,Canada,3,1,0,2,4 - 3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jun 29, 2026   09:00",,,,,,,,,,,,,,,Qatar,1,,,,,,,,,,,,,,,,,
12,Man,"Jun 15, 2026",4:00,Sverige,2,1,Tunisia,,Sveits,3,0,2,1,2 - 5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,Sřr-Korea,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Tirs,"Jun 16, 2026",0:00,Saudi-Arabia,2,2,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qatar,3,,,,,"Jul 5, 2026   00:00",,,,,,,,,,,,,,,,,,,,,,,,,,
14,Tirs,"Jun 16, 2026",6:00,Spania,2,2,Kapp Verde,,Gruppe C,S,V,T,U,Mĺl,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,Qatar,2,,,,,,,,,,,,,,,,,,,,,,,,
15,Tirs,"Jun 16, 2026",3:00,Iran,1,1,New Zealand,,Haiti,3,2,0,1,8 - 6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jun 30, 2026   03:00",,,,,,,,Skottland,1,,,,,,,,,,,,,,,,,,,,,,,,
16,Tirs,"Jun 16, 2026",9:00,Belgia,2,1,Egypt,,Skottland,3,1,2,0,6 - 5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,Sverige,3,,,,,,,,,,,,,,,,,,,"Jul 14, 2026   21:00",,,,,,,,,,,,
17,Tirs,"Jun 16, 2026",21:00,Frankrike,1,1,Senegal,,Brasil,3,1,1,1,10 - 8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skottland,5,,,,,,,,,,,,,,,,,,,101,Brasil,0,,,,,,,,,,
18,Ons,"Jun 17, 2026",0:00,Irak,1,0,Norge,,Marokko,3,0,1,2,3 - 8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,England,3,,,,,,,,,,
19,Ons,"Jun 17, 2026",3:00,Argentina,1,1,Algerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 3, 2026   01:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Ons,"Jun 17, 2026",6:00,Řsterrike,1,3,Jordan,,Gruppe D,S,V,T,U,Mĺl,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,DR Kongo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Tors,"Jun 18, 2026",1:00,Ghana,2,2,Panama,,Paraguay,3,2,0,1,7 - 4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,England,2,,,,,"Jul 6, 2026   21:00",,,,,,,,,,,,,,,,,,,,,,,,,,
22,Ons,"Jun 17, 2026",22:00,England,3,1,Kroatia,,USA,3,2,0,1,5 - 4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,England,3,,,,,,,,,,,,,,,,,,,,,,,,
23,Tors,"Jun 18, 2026",7:00,Portugal,0,1,DR Kongo,,Tyrkia,3,2,0,1,6 - 7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 3, 2026   09:00",,,,,,,,Saudi-Arabia,1,,,,,,,,,,,,,,,,,,,,,,,,
24,Tors,"Jun 18, 2026",4:00,Usbekistan,0,0,Colombia,,Australia,3,0,0,3,4 - 7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,Saudi-Arabia,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Fre,"Jun 19, 2026",6:00,Tsjekkia,1,2,Sřr-Afrika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egypt,1,,,,,,,,,,,,"Jul 11, 2026   09:00",,,,,,,,,,,,,,,,,,,
26,Fre,"Jun 19, 2026",9:00,Sveits,1,1,Bosnia-Hercegovina,,Gruppe E,S,V,T,U,Mĺl,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,England,3,,,,,,,,,,,,,,,,,
27,Fre,"Jun 19, 2026",0:00,Canada,0,1,Qatar,,Tyskland,3,1,2,0,8 - 6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 2, 2026   02:00",,,,,,,,,,,,,,,Canada,1,,,,,,,,,,,,Finale,,,,,
28,Fre,"Jun 19, 2026",3:00,Mexico,2,3,Sřr-Korea,,Curaçao,3,1,2,0,6 - 5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,Paraguay,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Lřr,"Jun 20, 2026",2:30,Brasil,3,4,Haiti,,Ecuador,3,1,2,0,5 - 4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,3,,,,,"Jul 7, 2026   02:00",,,,,,,,,,,,,,,,,,,,,,,,,,
30,Lřr,"Jun 20, 2026",0:00,Skottland,1,1,Marokko,,Elfenbenskysten,3,0,0,3,5 - 9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,Canada,1,,,,,,,,,,,,,,,,,,,"Jul 19, 2026   21:00",,,,,
31,Lřr,"Jun 20, 2026",5:00,USA,2,1,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2026   22:00",,,,,,,,Mexico,0,,,,,,,,,,,,,,,,,,,104,England,1,,,
32,Lřr,"Jun 20, 2026",9:00,Tyrkia,1,4,Paraguay,,Gruppe F,S,V,T,U,Mĺl,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,Belgia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Norge,3,,,
33,Lřr,"Jun 20, 2026",22:00,Tyskland,4,2,Elfenbenskysten,,Sverige,3,2,1,0,8 - 5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mexico,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Sřn,"Jun 21, 2026",2:00,Ecuador,1,1,Curaçao,,Tunisia,3,1,1,1,9 - 6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Sřn,"Jun 21, 2026",7:00,Nederland,2,4,Sverige,,Nederland,3,0,2,1,6 - 8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jun 30, 2026   07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Sřn,"Jun 21, 2026",6:00,Tunisia,5,1,Japan,,Japan,3,0,2,1,4 - 8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,Haiti,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Man,"Jun 22, 2026",0:00,Uruguay,2,0,Kapp Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,0,,,,,"Jul 5, 2026   22:00",,,,,,,,,,,,,,,,,,,,,,,,,,
38,Man,"Jun 22, 2026",6:00,Spania,2,5,Saudi-Arabia,,Gruppe G,S,V,T,U,Mĺl,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,Haiti,0,,,,,,,,,,,,,,,,,,,Bronsefinale,,,,,
39,Man,"Jun 22, 2026",9:00,Belgia,1,0,Iran,,Belgia,3,2,0,1,4 - 4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2026   07:00",,,,,,,,Norge,2,,,,,,,,,,,,,,,,,,,,,,,,
40,Man,"Jun 22, 2026",3:00,New Zealand,1,4,Egypt,,Egypt,3,2,0,1,8 - 5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,Curaçao,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Tirs,"Jun 23, 2026",2:00,Norge,2,1,Senegal,,New Zealand,3,1,1,1,5 - 6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norge,3,,,,,,,,,,,,"Jul 11, 2026   23:00",,,,,,,,,,,,,,"Jul 18, 2026   23:00",,,,,
42,Man,"Jun 22, 2026",22:00,Frankrike,4,4,Irak,,Iran,3,0,1,2,3 - 5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,Norge,3,,,,,,,,,,,,103,Brasil,,,,
43,Tirs,"Jun 23, 2026",7:00,Argentina,4,1,Řsterrike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 1, 2026   03:00",,,,,,,,,,,,,,,Ecuador,2,,,,,,,,,,,,,New Zealand,,,,
44,Tirs,"Jun 23, 2026",5:00,Jordan,2,2,Algerie,,Gruppe H,S,V,T,U,Mĺl,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,Sřr-Afrika,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Tirs,"Jun 23, 2026",22:00,England,1,1,Ghana,,Saudi-Arabia,3,2,1,0,9 - 5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uruguay,2,,,,,"Jul 6, 2026   02:00",,,,,,,,,,,,,,,,,,,,,,,,,,
46,Ons,"Jun 24, 2026",1:00,Panama,2,0,Kroatia,,Spania,3,1,1,1,6 - 8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,Uruguay,0,,,,,,,,,,,,,,,,,,,,,,,,
47,Ons,"Jun 24, 2026",7:00,Portugal,0,3,Usbekistan,,Uruguay,3,1,1,1,5 - 4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 2, 2026   06:00",,,,,,,,Ecuador,1,,,,,,,,,,,,,,,,,,,,,,,,
48,Ons,"Jun 24, 2026",4:00,Colombia,1,1,DR Kongo,,Kapp Verde,3,0,1,2,3 - 6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,Panama,1,,,,,,,,,,,,,,,,,,,"Jul 15, 2026   21:00",,,,,,,,,,,,
49,Tors,"Jun 25, 2026",0:00,Skottland,3,3,Brasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecuador,2,,,,,,,,,,,,,,,,,,,102,Norge,2,,,,,,,,,,
50,Tors,"Jun 25, 2026",0:00,Marokko,1,3,Haiti,,Gruppe I,S,V,T,U,Mĺl,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Zealand,1,,,,,,,,,,
51,Tors,"Jun 25, 2026",9:00,Sveits,0,3,Canada,,Irak,3,2,1,0,7 - 5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 4, 2026   00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Tors,"Jun 25, 2026",9:00,Bosnia-Hercegovina,1,1,Qatar,,Norge,3,2,0,1,6 - 3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,Argentina,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Tors,"Jun 25, 2026",3:00,Tsjekkia,0,0,Mexico,,Frankrike,3,0,2,1,6 - 9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spania,1,,,,,"Jul 8, 2026   04:00",,,,,,,,,,,,,,,,,,,,,,,,,,
54,Tors,"Jun 25, 2026",3:00,Sřr-Afrika,3,1,Sřr-Korea,,Senegal,3,0,1,2,3 - 5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,Argentina,4,,,,,,,,,,,,,,,,,,,,,,,,
55,Tors,"Jun 25, 2026",22:00,Curaçao,2,1,Elfenbenskysten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 3, 2026   20:00",,,,,,,,Egypt,1,,,,,,,,,,,,,,,,,,,,,,,,
56,Tors,"Jun 25, 2026",22:00,Ecuador,1,1,Tyskland,,Gruppe J,S,V,T,U,Mĺl,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,USA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Fre,"Jun 26, 2026",1:00,Japan,2,2,Sverige,,Argentina,3,1,2,0,6 - 3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egypt,2,,,,,,,,,,,,"Jul 12, 2026   03:00",,,,,,,,,,,,,,,,,,,
58,Fre,"Jun 26, 2026",1:00,Tunisia,3,3,Nederland,,Jordan,3,1,2,0,6 - 4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Argentina,1,,,,,,,,,,,,,,,,,
59,Fre,"Jun 26, 2026",4:00,Tyrkia,2,1,USA,,Řsterrike,3,1,0,2,4 - 8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 3, 2026   05:00",,,,,,,,,,,,,,,New Zealand,3,,,,,,,,,,,,,,,,,
60,Fre,"Jun 26, 2026",4:00,Paraguay,2,1,Australia,,Algerie,3,0,2,1,4 - 5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,Bosnia-Hercegovina,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Fre,"Jun 26, 2026",21:00,Norge,4,1,Frankrike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Zealand,2,,,,,"Jul 7, 2026   22:00",,,,,,,,,,,,,,,,,,,,,,,,,,
62,Fre,"Jun 26, 2026",21:00,Senegal,1,2,Irak,,Gruppe K,S,V,T,U,Mĺl,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,New Zealand,2,,,,,,,,,,,,,,,,,,,,,,,,
63,Lřr,"Jun 27, 2026",5:00,Egypt,3,2,Iran,,Usbekistan,3,2,1,0,5 - 1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 4, 2026   03:30",,,,,,,,Ghana,0,,,,,,,,,,,,,,,,,,,,,,,,
64,Lřr,"Jun 27, 2026",5:00,New Zealand,3,1,Belgia,,DR Kongo,3,1,1,1,3 - 3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,Usbekistan,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Lřr,"Jun 27, 2026",2:00,Kapp Verde,1,2,Saudi-Arabia,,Portugal,3,1,0,2,3 - 6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghana,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Lřr,"Jun 27, 2026",2:00,Uruguay,1,2,Spania,,Colombia,3,0,2,1,3 - 4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Lřr,"Jun 27, 2026",23:00,Panama,3,2,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Lřr,"Jun 27, 2026",23:00,Kroatia,1,1,Ghana,,Gruppe L,S,V,T,U,Mĺl,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Sřn,"Jun 28, 2026",4:00,Algerie,1,2,Řsterrike,,Panama,3,2,1,0,7 - 4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Sřn,"Jun 28, 2026",4:00,Jordan,1,1,Argentina,,England,3,1,1,1,6 - 5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Sřn,"Jun 28, 2026",1:30,Colombia,2,3,Portugal,,Ghana,3,0,3,0,4 - 4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Sřn,"Jun 28, 2026",1:30,DR Kongo,1,2,Usbekistan,,Kroatia,3,0,1,2,2 - 6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,3rd places,S,V,T,U,Mĺl,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,? Tyrkia,3,2,0,1,6 - 7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,? Ecuador,3,1,2,0,5 - 4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"World Cup 2026
Interactive Schedule Online
www.wallchart.io",,,,,,,? Brasil,3,1,1,1,10 - 8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,? Mexico,3,1,1,1,5 - 4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,? Uruguay,3,1,1,1,5 - 4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,? New Zealand,3,1,1,1,5 - 6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,? Canada,3,1,0,2,4 - 3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,? Ghana,3,0,3,0,4 - 4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,? Portugal,3,1,0,2,3 - 6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,? Řsterrike,3,1,0,2,4 - 8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,? Nederland,3,0,2,1,6 - 8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,? Frankrike,3,0,2,1,6 - 9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
